TIMESTAMP	COST
1494862201.6	111365
1494862203.4	111395
1494862205.2	111415
1494862207.0	111395
1494862208.8	111395
1494862210.6	111405
1494862212.4	111405
1494862214.2	111400
1494862216.0	111400
1494862217.8	111395
1494862219.6	111395
1494862221.4	111385
1494862223.2	111395
1494862225.0	111400
1494862226.8	111400
1494862228.6	111405
1494862230.4	111405
1494862232.2	111400
1494862234.0	111400
1494862235.8	111390
1494862237.6	111385
1494862239.4	111375
1494862241.2	111355
1494862243.0	111355
1494862244.8	111355
1494862246.6	111370
1494862248.4	111375
1494862250.2	111375
1494862252.0	111375
1494862253.8	111365
1494862255.6	111375
1494862257.4	111375
1494862259.2	111375
1494862261.0	111375
1494862262.8	111335
1494862264.6	111345
1494862266.4	111355
1494862268.21	111350
1494862270.01	111345
1494862271.81	111340
1494862273.61	111325
1494862275.41	111325
1494862277.21	111320
1494862279.01	111320
1494862280.81	111320
1494862282.61	111315
1494862284.41	111315
1494862286.21	111315
1494862288.01	111315
1494862289.81	111315
1494862291.61	111340
1494862293.41	111335
1494862295.21	111335
1494862297.01	111330
1494862298.81	111335
1494862300.61	111335
1494862302.41	111325
1494862304.21	111330
1494862306.01	111325
1494862307.81	111325
1494862309.61	111325
1494862311.41	111325
1494862313.21	111320
1494862315.01	111315
1494862316.81	111315
1494862318.61	111320
1494862320.41	111320
1494862322.21	111305
1494862324.01	111325
1494862325.81	111330
1494862327.61	111340
1494862329.41	111340
1494862331.21	111340
1494862333.01	111340
1494862334.81	111340
1494862336.61	111345
1494862338.41	111350
1494862340.21	111345
1494862342.01	111345
1494862343.81	111350
1494862345.61	111355
1494862347.41	111355
1494862349.21	111355
1494862351.01	111365
1494862352.81	111365
1494862354.61	111365
1494862356.41	111365
1494862358.21	111355
1494862360.01	111355
1494862361.81	111360
1494862363.61	111360
1494862365.41	111360
1494862367.21	111345
1494862369.01	111350
1494862370.81	111350
1494862372.61	111355
1494862374.41	111345
1494862376.21	111350
1494862378.01	111360
1494862379.82	111375
1494862381.62	111370
1494862383.42	111370
1494862385.22	111370
1494862387.02	111380
1494862388.82	111380
1494862390.62	111385
1494862392.42	111380
1494862394.22	111380
1494862396.02	111380
1494862397.82	111385
1494862399.62	111380
1494862401.42	111385
1494862403.22	111395
1494862405.02	111380
1494862406.82	111365
1494862408.62	111365
1494862410.42	111365
1494862412.22	111375
1494862414.02	111355
1494862415.82	111355
1494862417.62	111360
1494862419.42	111365
1494862421.22	111350
1494862423.02	111355
1494862424.82	111355
1494862426.62	111350
1494862428.42	111345
1494862430.22	111335
1494862432.02	111340
1494862433.82	111345
1494862435.62	111360
1494862437.42	111365
1494862439.22	111355
1494862441.02	111355
1494862442.82	111355
1494862444.62	111355
1494862446.42	111375
1494862448.22	111375
1494862450.02	111370
1494862451.82	111375
1494862453.62	111370
1494862455.42	111375
1494862457.22	111365
1494862459.02	111350
1494862460.82	111335
1494862462.62	111310
1494862464.42	111305
1494862466.22	111285
1494862468.02	111295
1494862469.82	111305
1494862471.62	111305
1494862473.42	111295
1494862475.22	111295
1494862477.02	111310
1494862478.82	111315
1494862480.62	111310
1494862482.42	111315
1494862484.22	111315
1494862486.02	111285
1494862487.82	111255
1494862489.62	111235
1494862491.42	111245
1494862493.23	111245
1494862495.03	111250
1494862496.83	111255
1494862498.63	111250
1494862500.43	111235
1494862502.23	111215
1494862504.03	111215
1494862505.83	111225
1494862507.63	111240
1494862509.43	111245
1494862511.23	111235
1494862513.03	111235
1494862514.83	111230
1494862516.63	111235
1494862518.43	111235
1494862520.23	111240
1494862522.03	111235
1494862523.83	111250
1494862525.63	111265
1494862527.43	111245
1494862529.23	111225
1494862531.03	111215
1494862532.83	111215
1494862534.63	111185
1494862536.43	111215
1494862538.23	111215
1494862540.03	111255
1494862541.83	111265
1494862543.63	111265
1494862545.43	111265
1494862547.23	111275
1494862549.03	111265
1494862550.83	111275
1494862552.63	111265
1494862554.43	111270
1494862556.23	111270
1494862558.03	111300
1494862559.83	111295
1494862561.63	111300
1494862563.43	111285
1494862565.23	111275
1494862567.03	111280
1494862568.83	111285
1494862570.63	111275
1494862572.43	111270
1494862574.23	111275
1494862576.03	111275
1494862577.83	111285
1494862579.63	111275
1494862581.43	111275
1494862583.23	111280
1494862585.03	111265
1494862586.83	111285
1494862588.63	111280
1494862590.43	111270
1494862592.23	111280
1494862594.03	111275
1494862595.83	111255
1494862597.63	111255
1494862599.43	111250
1494862601.23	111255
1494862603.03	111255
1494862604.84	111255
1494862606.64	111255
1494862608.44	111265
1494862610.24	111255
1494862612.04	111255
1494862613.84	111245
1494862615.64	111255
1494862617.44	111245
1494862619.24	111245
1494862621.04	111245
1494862622.84	111235
1494862624.64	111235
1494862626.44	111235
1494862628.24	111235
1494862630.04	111230
1494862631.84	111230
1494862633.64	111245
1494862635.44	111245
1494862637.24	111245
1494862639.04	111235
1494862640.84	111235
1494862642.64	111230
1494862644.44	111235
1494862646.24	111235
1494862648.04	111235
1494862649.84	111235
1494862651.64	111235
1494862653.44	111235
1494862655.24	111240
1494862657.04	111245
1494862658.84	111235
1494862660.64	111245
1494862662.44	111240
1494862664.24	111225
1494862666.04	111240
1494862667.84	111235
1494862669.64	111235
1494862671.44	111245
1494862673.24	111245
1494862675.04	111245
1494862676.84	111230
1494862678.64	111235
1494862680.44	111235
1494862682.24	111235
1494862684.04	111235
1494862685.84	111240
1494862687.64	111230
1494862689.44	111235
1494862691.24	111235
1494862693.04	111245
1494862694.84	111245
1494862696.64	111255
1494862698.44	111255
1494862700.24	111265
1494862702.04	111255
1494862703.84	111260
1494862705.64	111255
1494862707.44	111265
1494862709.24	111275
1494862711.04	111265
1494862712.84	111265
1494862714.64	111265
1494862716.44	111265
1494862718.25	111265
1494862720.05	111275
1494862721.85	111280
1494862723.65	111285
1494862725.45	111285
1494862727.25	111285
1494862729.05	111270
1494862730.85	111265
1494862732.65	111275
1494862734.45	111275
1494862736.25	111280
1494862738.05	111295
1494862739.85	111295
1494862741.65	111300
1494862743.45	111305
1494862745.25	111315
1494862747.05	111320
1494862748.85	111325
1494862750.65	111325
1494862752.45	111345
1494862754.25	111325
1494862756.05	111345
1494862757.85	111335
1494862759.65	111340
1494862761.45	111340
1494862763.25	111340
1494862765.05	111340
1494862766.85	111340
1494862768.65	111355
1494862770.45	111350
1494862772.25	111345
1494862774.05	111345
1494862775.85	111340
1494862777.65	111350
1494862779.45	111345
1494862781.25	111355
1494862783.05	111355
1494862784.85	111355
1494862786.65	111355
1494862788.45	111355
1494862790.25	111355
1494862792.05	111365
1494862793.85	111345
1494862795.65	111325
1494862797.45	111325
1494862799.25	111320
1494862801.05	111305
1494862802.85	111315
1494862804.65	111315
1494862806.45	111310
1494862808.25	111305
1494862810.05	111305
1494862811.85	111315
1494862813.65	111305
1494862815.45	111305
1494862817.25	111285
1494862819.05	111280
1494862820.85	111275
1494862822.65	111275
1494862824.45	111275
1494862826.25	111275
1494862828.05	111275
1494862829.86	111275
1494862831.66	111270
1494862833.46	111275
1494862835.26	111285
1494862837.06	111285
1494862838.86	111295
1494862840.66	111285
1494862842.46	111285
1494862844.26	111265
1494862846.06	111265
1494862847.86	111265
1494862849.66	111275
1494862851.46	111280
1494862853.26	111285
1494862855.06	111280
1494862856.86	111280
1494862858.66	111280
1494862860.46	111285
1494862862.26	111280
1494862864.06	111295
1494862865.86	111300
1494862867.66	111290
1494862869.46	111275
1494862871.26	111280
1494862873.06	111285
1494862874.86	111280
1494862876.66	111275
1494862878.46	111275
1494862880.26	111275
1494862882.06	111270
1494862883.86	111270
1494862885.66	111280
1494862887.46	111315
1494862889.26	111325
1494862891.06	111325
1494862892.86	111325
1494862894.66	111325
1494862896.46	111325
1494862898.26	111315
1494862900.06	111275
1494862901.86	111270
1494862903.66	111275
1494862905.46	111275
1494862907.26	111275
1494862909.06	111275
1494862910.86	111285
1494862912.66	111290
1494862914.46	111285
1494862916.26	111295
1494862918.06	111290
1494862919.86	111295
1494862921.66	111295
1494862923.46	111295
1494862925.26	111285
1494862927.06	111295
1494862928.86	111295
1494862930.66	111295
1494862932.46	111285
1494862934.26	111265
1494862936.06	111260
1494862937.86	111260
1494862939.66	111265
1494862941.46	111270
1494862943.27	111265
1494862945.07	111265
1494862946.87	111265
1494862948.67	111265
1494862950.47	111255
1494862952.27	111280
1494862954.07	111285
1494862955.87	111275
1494862957.67	111285
1494862959.47	111265
1494862961.27	111260
1494862963.07	111260
1494862964.87	111255
1494862966.67	111260
1494862968.47	111260
1494862970.27	111255
1494862972.07	111250
1494862973.87	111255
1494862975.67	111260
1494862977.47	111260
1494862979.27	111260
1494862981.07	111260
1494862982.87	111265
1494862984.67	111275
1494862986.47	111275
1494862988.27	111275
1494862990.07	111275
1494862991.87	111255
1494862993.67	111255
1494862995.47	111255
1494862997.27	111250
1494862999.07	111250
1494863000.87	111245
1494863002.67	111250
1494863004.47	111250
1494863006.27	111255
1494863008.07	111260
1494863009.87	111265
1494863011.67	111265
1494863013.47	111275
1494863015.27	111275
1494863017.07	111275
1494863018.87	111285
1494863020.67	111280
1494863022.47	111270
1494863024.27	111265
1494863026.07	111265
1494863027.87	111265
1494863029.67	111265
1494863031.47	111265
1494863033.27	111265
1494863035.07	111265
1494863036.87	111265
1494863038.67	111265
1494863040.47	111265
1494863042.27	111255
1494863044.07	111275
1494863045.87	111270
1494863047.67	111280
1494863049.47	111285
1494863051.27	111285
1494863053.07	111275
1494863054.88	111275
1494863056.68	111285
1494863058.48	111285
1494863060.28	111295
1494863062.08	111290
1494863063.88	111290
1494863065.68	111295
1494863067.48	111290
1494863069.28	111290
1494863071.08	111295
1494863072.88	111290
1494863074.68	111285
1494863076.48	111275
1494863078.28	111295
1494863080.08	111305
1494863081.88	111320
1494863083.68	111330
1494863085.48	111335
1494863087.28	111340
1494863089.08	111335
1494863090.88	111335
1494863092.68	111315
1494863094.48	111315
1494863096.28	111315
1494863098.08	111305
1494863099.88	111305
1494863101.68	111305
1494863103.48	111325
1494863105.28	111315
1494863107.08	111310
1494863108.88	111315
1494863110.68	111285
1494863112.48	111285
1494863114.28	111285
1494863116.08	111285
1494863117.88	111275
1494863119.68	111280
1494863121.48	111285
1494863123.28	111265
1494863125.08	111275
1494863126.88	111270
1494863128.68	111265
1494863130.48	111265
1494863132.28	111270
1494863134.08	111270
1494863135.88	111255
1494863137.68	111265
1494863139.48	111270
1494863141.28	111285
1494863143.08	111265
1494863144.88	111265
1494863146.68	111265
1494863148.48	111280
1494863150.28	111285
1494863152.08	111285
1494863153.88	111285
1494863155.68	111285
1494863157.48	111275
1494863159.28	111275
1494863161.08	111275
1494863162.88	111275
1494863164.68	111275
1494863166.49	111275
1494863168.29	111275
1494863170.09	111265
1494863171.89	111275
1494863173.69	111285
1494863175.49	111285
1494863177.29	111285
1494863179.09	111285
1494863180.89	111305
1494863182.69	111305
1494863184.49	111300
1494863186.29	111305
1494863188.09	111305
1494863189.89	111305
1494863191.69	111295
1494863193.49	111300
1494863195.29	111295
1494863197.09	111305
1494863198.89	111295
1494863200.69	111305
1494863202.49	111285
1494863204.29	111280
1494863206.09	111275
1494863207.89	111265
1494863209.69	111275
1494863211.49	111270
1494863213.29	111270
1494863215.09	111275
1494863216.89	111275
1494863218.69	111285
1494863220.49	111280
1494863222.29	111285
1494863224.09	111280
1494863225.89	111265
1494863227.69	111265
1494863229.49	111270
1494863231.29	111275
1494863233.09	111275
1494863234.89	111235
1494863236.69	111235
1494863238.49	111235
1494863240.29	111235
1494863242.09	111185
1494863243.89	111175
1494863245.69	111175
1494863247.49	111175
1494863249.29	111175
1494863251.09	111185
1494863252.89	111185
1494863254.69	111185
1494863256.49	111185
1494863258.29	111175
1494863260.09	111175
1494863261.89	111185
1494863263.69	111195
1494863265.49	111195
1494863267.29	111205
1494863269.09	111205
1494863270.89	111195
1494863272.69	111205
1494863274.49	111215
1494863276.29	111205
1494863278.09	111205
1494863279.9	111215
1494863281.7	111225
1494863283.5	111225
1494863285.3	111235
1494863287.1	111230
1494863288.9	111235
1494863290.7	111245
1494863292.5	111235
1494863294.3	111215
1494863296.1	111205
1494863297.9	111205
1494863299.7	111215
1494863301.5	111215
1494863303.3	111215
1494863305.1	111205
1494863306.9	111205
1494863308.7	111205
1494863310.5	111215
1494863312.3	111210
1494863314.1	111225
1494863315.9	111225
1494863317.7	111215
1494863319.5	111195
1494863321.3	111195
1494863323.1	111195
1494863324.9	111195
1494863326.7	111185
1494863328.5	111205
1494863330.3	111205
1494863332.1	111205
1494863333.9	111185
1494863335.7	111175
1494863337.5	111150
1494863339.3	111125
1494863341.1	111150
1494863342.9	111165
1494863344.7	111175
1494863346.5	111180
1494863348.3	111170
1494863350.1	111165
1494863351.9	111185
1494863353.7	111175
1494863355.5	111175
1494863357.3	111155
1494863359.1	111145
1494863360.9	111175
1494863362.7	111165
1494863364.5	111170
1494863366.3	111160
1494863368.1	111160
1494863369.9	111150
1494863371.7	111155
1494863373.5	111155
1494863375.3	111165
1494863377.1	111145
1494863378.9	111145
1494863380.7	111155
1494863382.5	111155
1494863384.3	111155
1494863386.1	111165
1494863387.9	111165
1494863389.7	111160
1494863391.51	111155
1494863393.31	111155
1494863395.11	111155
1494863396.91	111155
1494863398.71	111185
1494863400.51	111160
1494863402.31	111180
1494863404.11	111180
1494863405.91	111185
1494863407.71	111190
1494863409.51	111195
1494863411.31	111190
1494863413.11	111185
1494863414.91	111185
1494863416.71	111175
1494863418.51	111175
1494863420.31	111170
1494863422.11	111155
1494863423.91	111155
1494863425.71	111165
1494863427.51	111170
1494863429.31	111165
1494863431.11	111145
1494863432.91	111140
1494863434.71	111145
1494863436.51	111140
1494863438.31	111155
1494863440.11	111125
1494863441.91	111125
1494863443.71	111130
1494863445.51	111135
1494863447.31	111140
1494863449.11	111140
1494863450.91	111145
1494863452.71	111145
1494863454.51	111155
1494863456.31	111165
1494863458.11	111165
1494863459.91	111175
1494863461.71	111155
1494863463.51	111145
1494863465.31	111145
1494863467.11	111145
1494863468.91	111145
1494863470.71	111145
1494863472.51	111150
1494863474.31	111165
1494863476.11	111150
1494863477.91	111155
1494863479.71	111165
1494863481.51	111155
1494863483.31	111165
1494863485.11	111165
1494863486.91	111155
1494863488.71	111155
1494863490.51	111145
1494863492.31	111130
1494863494.11	111125
1494863495.91	111125
1494863497.71	111125
1494863499.51	111135
1494863501.31	111145
1494863503.11	111145
1494863504.92	111130
1494863506.72	111135
1494863508.52	111135
1494863510.32	111135
1494863512.12	111135
1494863513.92	111045
1494863515.72	111035
1494863517.52	111045
1494863519.32	111055
1494863521.12	111055
1494863522.92	111055
1494863524.72	111045
1494863526.52	111045
1494863528.32	111045
1494863530.12	111045
1494863531.92	111035
1494863533.72	111035
1494863535.52	111005
1494863537.32	111010
1494863539.12	110985
1494863540.92	110975
1494863542.72	110975
1494863544.52	110965
1494863546.32	110965
1494863548.12	110965
1494863549.92	110970
1494863551.72	110975
1494863553.52	110975
1494863555.32	110975
1494863557.12	110975
1494863558.92	110975
1494863560.72	110975
1494863562.52	110975
1494863564.32	110985
1494863566.12	110985
1494863567.92	110990
1494863569.72	110995
1494863571.52	110990
1494863573.32	110975
1494863575.12	110975
1494863576.92	110975
1494863578.72	110975
1494863580.52	110995
1494863582.32	111015
1494863584.12	111005
1494863585.92	111015
1494863587.72	111005
1494863589.52	111000
1494863591.32	110995
1494863593.12	111005
1494863594.92	111005
1494863596.72	111005
1494863598.52	111025
1494863600.32	111025
1494863602.12	111015
1494863603.92	111015
1494863605.72	110980
1494863607.52	110975
1494863609.32	110970
1494863611.12	110960
1494863612.92	110960
1494863614.72	110965
1494863616.53	110975
1494863618.33	110980
1494863620.13	110980
1494863621.93	110975
1494863623.73	110965
1494863625.53	110965
1494863627.33	110975
1494863629.13	110975
1494863630.93	110965
1494863632.73	110955
1494863634.53	110955
1494863636.33	110910
1494863638.13	110930
1494863639.93	110935
1494863641.73	110905
1494863643.53	110910
1494863645.33	110905
1494863647.13	110895
1494863648.93	110885
1494863650.73	110905
1494863652.53	110905
1494863654.33	110905
1494863656.13	110915
1494863657.93	110910
1494863659.73	110910
1494863661.53	110910
1494863663.33	110895
1494863665.13	110900
1494863666.93	110905
1494863668.73	110905
1494863670.53	110900
1494863672.33	110900
1494863674.13	110895
1494863675.93	110905
1494863677.73	110920
1494863679.53	110945
1494863681.33	110935
1494863683.13	110940
1494863684.93	110945
1494863686.73	110955
1494863688.53	110955
1494863690.33	110955
1494863692.13	110950
1494863693.93	110955
1494863695.73	110955
1494863697.53	110955
1494863699.33	110955
1494863701.13	110955
1494863702.93	110965
1494863704.73	110965
1494863706.53	110975
1494863708.33	110985
1494863710.13	110985
1494863711.93	110980
1494863713.73	110980
1494863715.53	110975
1494863717.33	110975
1494863719.13	110985
1494863720.93	110985
1494863722.73	110975
1494863724.53	110965
1494863726.33	110975
1494863728.13	110965
1494863729.94	110975
1494863731.74	110975
1494863733.54	110985
1494863735.34	110995
1494863737.14	110995
1494863738.94	110975
1494863740.74	110980
1494863742.54	110990
1494863744.34	110985
1494863746.14	110995
1494863747.94	110995
1494863749.74	110985
1494863751.54	110985
1494863753.34	110985
1494863755.14	110990
1494863756.94	110995
1494863758.74	110995
1494863760.54	110985
1494863762.34	110990
1494863764.14	110985
1494863765.94	110985
1494863767.74	110985
1494863769.54	110975
1494863771.34	110945
1494863773.14	110940
1494863774.94	110945
1494863776.74	110925
1494863778.54	110915
1494863780.34	110925
1494863782.14	110915
1494863783.94	110915
1494863785.74	110925
1494863787.54	110935
1494863789.34	110925
1494863791.14	110895
1494863792.94	110895
1494863794.74	110885
1494863796.54	110865
1494863798.34	110880
1494863800.14	110895
1494863801.94	110895
1494863803.74	110895
1494863805.54	110895
1494863807.34	110895
1494863809.14	110905
1494863810.94	110910
1494863812.74	110915
1494863814.54	110925
1494863816.34	110925
1494863818.14	110935
1494863819.94	110935
1494863821.74	110935
1494863823.54	110930
1494863825.34	110925
1494863827.14	110925
1494863828.94	110925
1494863830.74	110925
1494863832.54	110925
1494863834.34	110915
1494863836.14	110920
1494863837.94	110925
1494863839.74	110925
1494863841.55	110920
1494863843.35	110915
1494863845.15	110895
1494863846.95	110905
1494863848.75	110905
1494863850.55	110905
1494863852.35	110905
1494863854.15	110900
1494863855.95	110895
1494863857.75	110905
1494863859.55	110900
1494863861.35	110895
1494863863.15	110900
1494863864.95	110895
1494863866.75	110900
1494863868.55	110900
1494863870.35	110895
1494863872.15	110900
1494863873.95	110905
1494863875.75	110905
1494863877.55	110895
1494863879.35	110895
1494863881.15	110845
1494863882.95	110865
1494863884.75	110845
1494863886.55	110850
1494863888.35	110845
1494863890.15	110840
1494863891.95	110805
1494863893.75	110815
1494863895.55	110805
1494863897.35	110805
1494863899.15	110795
1494863900.95	110795
1494863902.75	110785
1494863904.55	110785
1494863906.35	110795
1494863908.15	110795
1494863909.95	110805
1494863911.75	110830
1494863913.55	110835
1494863915.35	110835
1494863917.15	110845
1494863918.95	110845
1494863920.75	110845
1494863922.55	110830
1494863924.35	110825
1494863926.15	110845
1494863927.95	110845
1494863929.75	110840
1494863931.55	110855
1494863933.35	110850
1494863935.15	110850
1494863936.95	110830
1494863938.75	110820
1494863940.55	110820
1494863942.35	110795
1494863944.15	110800
1494863945.95	110795
1494863947.75	110805
1494863949.55	110800
1494863951.35	110805
1494863953.15	110795
1494863954.96	110805
1494863956.76	110820
1494863958.56	110815
1494863960.36	110805
1494863962.16	110800
1494863963.96	110795
1494863965.76	110800
1494863967.56	110810
1494863969.36	110815
1494863971.16	110805
1494863972.96	110805
1494863974.76	110790
1494863976.56	110795
1494863978.36	110795
1494863980.16	110775
1494863981.96	110775
1494863983.76	110770
1494863985.56	110755
1494863987.36	110755
1494863989.16	110745
1494863990.96	110755
1494863992.76	110755
1494863994.56	110755
1494863996.36	110755
1494863998.16	110755
1494863999.96	110760
